दो बंद कुछ नहीं होता है सर आप जैसे आप इसे सेटल कराते कुछ उसके बाद में कोई लोन ले लेना या कुछ फाइनेंस करा लीजिएगा उसका टाइम टू टाइम करेंगे वो हर जगह ही चाहिए आपकी सेविंग अच्छा	दो बंद ऐसा कुछ नहीं होता है सर आप जैसे आप इसे सेटल कराते तो कुछ उसके बाद में कोई कोई लोन ले लेना या कुछ फाइनेंस करा लीजिएगा उसका टाइम टू टाइम पे करेंगे वो हर जगह ही चाहिए आपकी सेविंग है हाँ
अरे सर मैं थोड़ा उल्जा हुआ हूँ मैं सोच रहा हूँ कि मैं वो करने की सोच रहा हूँ मैं सेटलमेंट करने की	अरे सर मैं थोड़ा उल्जा हुआ हूँ मैं सोच रहा हूँ कि मैं वो करने की सोच रहा हूँ मैं सेटलमेंट करने की
अरे कम कैसे दिखाएगा सर पेमेंट करोगे नहीं ऐसे होता क्या है सर कि हमने कई कस्टमर का पहले पेनल्टी रिमूव	अरे कम कैसे दिखाएगा सर पेमेंट करोगे नहीं ऐसे होता क्या है सर कि हमने कई कस्टमर का पहले पैनाल्टी रेम
होल दिया बताइए हम्म हम्म हम्म नाइन टू	होल दिया बताइए हम्म हम्म हम्म नाइन टू
तो हाँ अच्छा अच्छा अच्छा इन्होंने कोई आपको स्लीपाला भी नहीं दिया था अभी	तो हाँ अच्छा अच्छा अच्छा इन्होंने कोई आपको स्लीपाला भी नहीं दिया था अभी
इसलिए मैंने दो महीने का टाइम मांगा भाई माँ मतलब मैं कहीं से उठा के भरूँ तुम्हारे पैसे पे ज़रूर करूँगा	इसलिए मैंने दो महीने का टाइम मांगा भाई माँ मतलब मैं कहीं से उठा के भरूँ तुम्हारे पैसे पे ज़रूर करूँगा
अप्रैल में पेमेंट किया है आपने एक बार मुझे रसीद शेयर करोगे रसीदे है आपके पास	अप्रैल में पेमेंट किया है आपने एक बार मुझे रसीद शेयर करोगे रसीदे है आपके पास
वही करते हैं जिस वह पेमेंट पूरी हो चुकी है लेकिन एक बार चेक कर रहा हूँ मेरे को जाना था छुट्टी नहीं मिल रही छुट्टी लेके जाऊँगा कि देखिए	वही करते हैं जिस वह पेमेंट पूरी हो चुकी है लेकिन एक बार चेक कर रहा हूँ मेरे को जाना था छुट्टी नहीं मिल रही छुट्टी लेके जाऊँगा कि देखिए
अंकुर सर आपने लोन लिया था मनीव्यू से पचहत्तर हजार रुपये का बट आपने कुछ अमाउंट पे भी कर दिया है बाकी का अमाउंट पे क्यों नहीं कर रहे हैं सर लगभग दो ढाई साल से	अंकुर सर आपने लोन लिया था मनी टू से सर पिचत्तर हजार रुपए का बट आपने कुछ अमाउंट पे भी कर दिया है बाकी का अमाउंट पे क्यों नहीं कर रहे हैं सर लगभग दो ढाई साल से
अभी तो हम अपने अपने जॉब पे अपने काम पे हैं अभी हम कुछ नहीं बता सकते अब जब शाम हो जाएंगे तब बात हुई	अभी तो हम अपने अपने जॉब पे अपने काम पे हैं अभी हम कुछ नहीं बता सकते अब जब शाम उ कर जाएंगे तब बात हुई
कि पहली बार तो मेरा बैंक ऑफ बड़ौदा से चौदह हज़ार रुपये काटा गया ठीक है दूसरी चीज	कि पहली बार तो मेरा बैंक ऑफ बड़ौदा से चौदह हज़ार रुपये काटा गया ठीक है दूसरी चीज
आपका छ आपका छः हजार में हो जाएगा सर छः हजार में	आपका छ आपका छः हजार में हो जाएगा सर छः हजार में
तो टोटल ड्यू तो मैम आपका तिहत्तर हज़ार आठ सौ पैंतीस रुपये है पूरा ही लिंक भिजवा दूँ आपको	तो टोटल ड्यू तो मैम आपका तिहत्तर हज़ार आठ सौ पैंतीस रुपये है पूरा ही लिंक भिजवा दूँ आपको
हां जी	हां जी
ठीक है बात कर लो और उसमें क्लियर कर लो अगर नहीं वेरीफाई हो रहा है तो सिबिल रिपोर्ट निकाल दो उनका पैन कार्ड नंबर तक में बता दो दूंगा आपको सही है तो	ठीक है बात कर लो अगर नहीं वेरीफाई हो रहा है तो सिविल रिपोर्ट निकाल दो उनका पैन कार्ड नंबर तक में बता दो दूंगा आपको सही है तो
ठीक है मैं सर आपकी जी जी मैं आपकी नोटिस रोक रही हूँ यहीं पेटी के परसों आपका पेमेंट हो जाना चाहिए	ठीक है मैं सर आपकी जी जी मैं आपकी नोटिस रोक रही हूँ यहीं पेटी के परसों आपका पेमेंट हो जाना चाहिए
या तो अगर आप पेमेंट कर सकते हो तो फोर क्लोज़ करिए इसे ताकि क्या है कि कल को आपको कोई दिक्कत ना आए अब इतने समय से आपने ड्यू छोड़ रखा है	या तो अगर आप पेमेंट कर सकते हो तो फोर क्लोज़ करिए इसे ताकि क्या है कि कल को आपको कोई दिक्कत ना आए अब इतने समय से आपने ड्यू छोड़ रखा है
तो पैसा कब हो जाएगा फिफ्टी आपका सर फाइनल सुनो इक्कीस हजार तीन सौ पाँच रुपये में आपका टोटल अमाउंट लोनो क्लोज हो जाएगा टोटल	तो पैसा कब हो जाएगा फिफ्टी आपका सर फाइनल सुनो इक्कीस हजार तीन सौ पाँच रुपये में आपका टोटल अमाउंट लोनो क्लोज हो जाएगा टोटल
नहीं सेटलमेंट मैं अरे मेरी बात सुनो मेरा यहाँ से वकील जाएगा वहाँ पर ब्रांच में अगर वो सेटलमेंट देख लेगा मैं तुरंत पैसा नहीं जमा करूंगा	नहीं सेटलमेंट मैं अरे मेरी बात सुनो मेरा यहाँ से वकील जाएगा वहाँ पर ब्रांच में अगर वो सेटलमेंट देख लेगा मैं तुरंत पैसा नहीं जमा करूंगा
और मैं आपको बहन बना के ये बात कह रहा हूँ कि अगर इस भाई पे विश्वास है तो आप थोड़ा सा सबर और कर लो और नहीं वो गाड़ी है जिसकी	और मैं आपको बहन बना के ये बात कह रहा हूँ कि अगर इस भाई पर विश्वास है तो आप थोड़ा सा सफर और कर लो और नहीं वो गाड़ी है जिसकी
या लो किराए से या एफ डी सी फाइनेंस चल रही थी पता नहीं यही सेटलमेंट करो आता जो अभी पता ही नहीं लगा एन ई सी भी नहीं यही दो तीन साल से ये रिफल्ड ही चल रहा है क्या मतलब है सत्य महीने बेटर है कहाँ करेंगे	या लो किराए से या एफ डी सी फाइनेंस चल रही थी पता नहीं यही सेटलमेंट करो आता जो अभी पता ही नहीं लगा एन ई सी भी नहीं यही दो तीन साल से ये रिफल्ड ही चल रहा है क्या मतलब है सत्य महीने बेटर है कहाँ करेंगे
मेरी बात सुनो आप किसको फो आपने मेरी बात सुन मेरी बात मेरी मेरी बात सुनो भाई मेरी बात सुनो देखो आप एक बात तो आवाज़ नीचे एक बात तो मेरी बात होना आवाज़ नीचे मेरे वाज	मेरी बात सुनो आप किसको फो आपने मेरी बात सुन मेरी बात मेरी मेरी बात सुनो भाई मेरी बात सुनो देखो आप एक बात तो आवाज़ नीचे एक बात तो मेरी बात होना आवाज़ नीचे मेरे वाज
हाँ हलो हाँ किस कंपनी का मैम	हाँ हमें हलो माँ हाँ किस कंपनी का मैम
हाँ लास्ट मंथ मैंने अभी बोला है आपको मैंने आपको बताया तेरह हजार एक सौ चौबीस है ठीक है हम्म इससे कम में लास्ट लास्ट आपका	हाँ लास्ट लास्ट मैंने अभी बोला है आपको मैंने आपको बताया तेरह हजार एक सौ चौबीस है ठीक है हम्म इससे कम में लास्ट लास्ट आपका
हेलो नमस्कार सर मैं क्रेडिट बी के बिहाफ से मैं लाजो बात कर रही हूँ मिस्टर अभिषेक कुमार झाँ जी बात कर रहे हैं आप	हेलो नमस्कार सर मैं क्रेडिट बी के बिहार से मैं लाजो बात कर रही हूँ मिस्टर अभिषेक कुमार झाँ जी बात कर रहे हैं आप
तुम्हारी इमेज है दोबारा शुभम हो रहा है अरे छोटे से अमाउंट के लिए अपनी	तुम्हारी इमेज है दोबारा शुभम हो रहा है अरे छोटे से अमाउंट के लिए अपनी
हलो मुझे रहना वही करिए अरे सर जी अभी नहीं है कोई अवेलेबल जाने के लिए आपके बता दी अच्छा	हलो मुझे रहना वही करिए अरे सर जी अभी नहीं है कोई अवेलेबल जाने के लिए आपके बता दी अच्छा
क्या बोल रहे हो? ओके।	हाँ क्या बोल रहे हो अच्छा अच्छा जी
सर आप एनओ सी पहले नहीं मिल सकती है लेकिन आपको पहले लेटर मिल सकता है सेटलमेंट का आप बोलो तो मैं लेटर भेज सकती हूं लेकिन एनओसी को बोल दिया सर पेमेंट के पहले नोसी कौन आता है कौन देता है आप मेरे को बस इतना बता दो एग्जाम पहले रिजल्ट आ जाता है क्या ऐसी बातें कर रहे हो आप	सर आप एनओ सी पहले नहीं मिल सकती है लेकिन आपको पहले लेटर मिल सकता है सेटलमेंट का आप बोलो तो मैं लेटर भेज सकती हूं लेकिन एनओसी को बोल दिया सर पेमेंट के पहले नोसी कौन आता है कौन देता है आप मेरे को बस इतना बता दो एग्जाम पहले रिजल्ट आ जाता है क्या ऐसी बातें कर रहे हो आप
ऐसे कर दो जिसमें से मेरा घटा दो दो पच्चीस रुपये दो पर्सनल दो ये करो वो करो ऐसे नहीं होते हैं	ऐसे कर दो जिसमें से मेरा घटा दो दो पच्चीस रुपये दो पर्सनल दो ये करो वो करो ऐसे नहीं होते हैं
हाँ आप तो जानते हो कि ये दीपक का छोटा भाई निठारा का नहीं या निठारा का वंदे राकेश ये वो है ना	हाँ आप तो जानते हो कि ये दीपक का छोटा भाई निठारा का नहीं या निठारा का वंदे राकेश ये वो है ना
ये सर आप जब भी कॉल करोगे आपका कॉल पिक किया जाएगा आप बेफिक्र रहिए वैसे तो कंपनी के ही नंबर होते हैं बट क्या है जब भी आप कॉल करोगे ना सुबह जो टाइम होता है साढ़े नौ से शाम के सात बजे तक हमें अलाओ रहता है	ये सर आप जब भी कॉल करोगे आपका कॉल पिक किया जाएगा आप बेफिक्र रहिए वैसे तो कंपनी के ही नंबर होते हैं बट क्या है जब भी आप कॉल करोगे ना सुबह जो टाइम होता है साढ़े नौ से शाम के सात बजे तक हमें अलाओ रहता है
हलो हलो हलो नमस्ते सर ग्राम शक्ति की तरफ से बात कर रही सर ग्राम शक्ति की तरफ से बात कर रही हूँ	हाँ हलो हलो ग्राम शक्ति के बात कर रहे हो बात कर जो हाँ
नं मैं लं मैं लं तुम्हारा गांध फाड़ू बाजार चौथ बोल रहा हूँ जब नहीं है समझ में नहीं आ रही गाली खाओगे	नं मैं लं मैं लं तुम्हारा गांध फाड़ू बाजार चौथ बोल रहा हूँ जब नहीं है समझ में नहीं आ रही गाली खाओगे
अरे भाई कब करवाओगे आप पेमेंट कितने दिन से आपका पेंडिंग अमाउंट है पता है आपको चार साल हो गए पाँच साल से पेंडिंग अमाउंट है आपका पाँच सालों को पाँच साल से कोई पेमेंट नहीं करवा रही हो	अरे भाई कब करवाओगे आप पेमेंट कितने दिन से आपका पेंडिंग अमाउंट है पता है आपको चार साल हो गए पाँच साल से पेंडिंग अमाउंट है आपका पाँच सालों को पाँच साल से कोई पेमेंट नहीं करवा रही हो
तो भैया आपने मोटने के लिए जाना चाहिए जो पता है था क्या आपने अपना शक्य नहीं था गाड़ी का क्लोज करवाया था सुनो दो तीन साल हो गयी है कोई हाथ ही नहीं देता था	तो भैया आपने मोटने के लिए जाना चाहिए जो पता है था क्या आपने अपना शक्य नहीं था गाड़ी का क्लोज करवाया था सुनो दो तीन साल हो गयी है कोई हाथ ही नहीं देता था
जी हाँ मैं दो दिन के अंदर अंदर है ये जो आपका क्लियर करवाता हूँ जी हाँ	जी हाँ मैं दो दिन के अंदर अंदर है ये जो आपका क्लियर करवाता हूँ जी हाँ
अभी कुछ मत करो सर आपके पास पैसे हो तो पेमेंट करा दो बाकी आपकी च्वाइस है मैं क्या बोलूँ फिर इतना तो समझा ली हूँ अब मेरे नहीं समझा सकती आपको	अभी कुछ मत करूँ सर आपके पास पैसे हो तो पेमेंट करा दो बाकी आपकी च्वाइस है मैं क्या बोलूँ फिर इतना तो समझा ली हूँ अब मेरे नहीं समझा सकती आपको
सर रुकिए तो सर मैं आपको बताता हूँ एक दो दिन का टाइम तो दीजिए उसके बाद मैं बताता हूँ आपको क्या करता हूँ आज हो सके तो मैं किस्त कर लूँगा रेगुलर या फिर मैं वही करूँगा क्लोज़	सर रुकिए तो सर मैं आपको बताता हूँ एक एक आप दिन तो का टाइम तो दीजिए उसके बाद मैं बताता हूँ आपको क्या करता हूँ आज हो सके तो मैं किस्त कर लूँगा रेगुलर या फिर मैं वही करूँगा फोर किलो
ग्राम शक्ति के लोन खाया है सुनो सुनो ग्राम शक्ति को लोन खाया और ये ग्राम शक्ति जो है ना ये ग्रामीणों के लिए ही है सुविधा दिया गया जो तुम बोल रहे हो ना इसका नया नंबर लिए है ये आदतें भूल जाओ तुम	ग्राम शक्ति के लून खाया है सुनो सुनो ग्राम शक्ति को लून खाया और ये ग्राम शक्ति जो है ना ये ग्रामीणों के लिए ही है सुविधा दिया गया जो तुम बोल रहे हो ना इसका नया नंबर लिए है ये आदतें झूल जाओ तुम
लोन सर फिर वो आप वैसे ही बातें कर रहे हो आपका सिबिल खराब होगा इसलिए क्योंकि आपको कहीं लोन नहीं मिलेगा लेकिन जब आपने बैंक से पैसा लिया है तो बैंक ऐसे पैसे अपना अच्छे खासे पैसे छोड़ देगी क्या	लोन सर फिर वो आप वैसे ही बातें करे हो आपका सिविल ख़राब होगा इसलिए क्योंकि आपको कहीं लोन नहीं मिलेगा लेकिन जब आपने बैंक से पैसा लिया है तो बैंक ऐसे पैसा अपना अच्छे खाते पैसा अपना छोड़ देगी क्या
अच्छा और सर ये पूरा एम जी की पेमेंट करनी हो रही है फिर	अच्छा और सर ये पूरा एम जी की पेमेंट करनी हो रही है फिर
मार्केट का भी कैसा है सब चीज़ है इस चक्कर में पीछे बकवाज भी लगेगा शहर तक छोड़ के जाएगा	मार्केट का भी कैसा है सब चीज़ है इस चक्कर में पीछे बकवाज भी लगेगा शहर तक छोड़ के जाएगा
हलो हाँ तीन हाँ न दे सकते सर हलो तो ठीक है हाँ जी मैम नमस्कार करके क्या	हलो हाँ तीन हाँ न दे सकते सर हलो तो ठीक है हाँ जी मैम नमस्कार करके क्या
जी कितना हाँ एक तो आपका प्रिंसिपल अमाउंट	जी कितना हाँ आयुक्त हूँ आपका प्रिंसिपल वाट्स
राइट ऑफ हो या कुछ भी हो सर अब जो सेटलमेंट अमाउंट रहेगा ना बैंक क्रेडिट वाले एरिया होता है उसी अकॉर्डिंग सेटलमेंट कर सकते हैं ऐसे नहीं अपनी मर्जी से कुछ भी नहीं जैसे आप अपनी अपनी मर्जी से बोल रहे हो ना	राइट ऑफ हो या कुछ भी हो सर अब जो सेटलमेंट अमाउंट रहेगा ना बैंक क्रेडिट वाले एरिया होता है उसी अकॉर्डिंग सेटलमेंट कर सकते हैं ऐसे नहीं अपनी मर्जी से कुछ भी नहीं जैसे आप अपनी अपनी मर्जी से बोल रहे हो ना
लो आपकी लोकेशन भेजूँ मैं आपको ये आप यहाँ पर रह रहे हो ना दुर्गंज में काकोरी काकोरी लखनऊ और कौन सी लोकेशन चाहिए आपको	लो आपकी लोकेशन भेजूँ मैं आपको ये आप यहाँ पर रह रहे हो ना दुर्गंज में काकोरी काकोरी लखनऊ और कौन सी लोकेशन चाहिए आपको
नीरज नीरज एन डबल ई आर ए जे जी जी कोई भी जैसा मतलब मेरे को होता है मेरे को आप इन्फॉर्म कर देना सर व्हाट्सऐप पे आप ठीक है कॉल या मैसेज कर देना व्हाट्सऐप पर मेरे को ओके ओके	नीरज नीरज एंडबल्यू आर एजे जी जी कोई भी जैसा मतलब मेरे को होता है मेरे को आप इनफॉर्म कर देना सर व्हाट्सअप पे आप ठीक है कॉल या मैसेज कर देना व्हाट्सएप पर मेरे को ओके ओके
हलो जी जी सर नमस्कार नहीं	हलो जी जी सर नमस्कार नहीं
आप अपना फोरक्लोज़ करवा लीजिए जो आपकी ईएमआई बची है वो आप उसे कंटिन्यू आप पे करा दीजिए ताकि आपका मैं फोरक्लोज़ करवा दूँ ताकि किसी भी तरह अगर आगे दोबारा लोन की जरूरत पड़ी एटलीस्ट आप ले सकते	आप अपना फोर क्लोज करवा लीजिए जो आपकी ई एम आई बची है वो आप उसे कंटिन्यू आप पे करा दीजिए ताकि अच्छा तीन भी तरह अगर आगे दोबारा लोन की जरूरत पड़ी एटलीस्ट आप ले सकते हाँ
काम काम में आपका मतलब नाम भी वो हो रहा है सिविल भी डाउन सिविल तो चलो हो ही रहा है एटलीस्ट लोन तो नहीं चलेगा ना आप लोगे तो फ्यूचर में अगर लोन भी लोगे तो ले तो सकते हो ना	काम काम में आपका मतलब नाम भी वो हो रहा है सिविल भी डाउन सिविल तो चलो हो ही रहा है एटलीस्ट लोन तो नहीं चलेगा ना आप लोगे तो फ्यूचर में अगर लोन भी लोगे तो ले तो सकते हो ना
हाँ तो वो भी वो तो अभी भी ब्रांड में है ना आप उसे मुझसे उसे मुझसे बात करो ना	हाँ तो वो भी वो तो अभी भी ब्रांड में है ना आप उसे मुझसे उसे मुझसे बात करो ना
कब कब पैसा आएगा कहाँ से पैसा आएगा मुझे बताओ आप पैसा यहाँ से आ रहा है मैडम बताओ कहाँ से आ रहा है पैसा आपका	कब कब पैसा आएगा कहाँ से पैसा आएगा मुझे बताओ आप पैसा यहाँ से आ रहा है मैडम बताओ कहाँ से आ रहा है पैसा आपका
तुम्हारी माँ की चूत। हमारा सिविल सही रहेगा तो भौंसड़ी के, लोन दे देते। मादरचोद, ऊपर से परेशान करेंगे, भौंसड़ी के।	हमारी माँ की चोज हमारा सिविल सही रहेगा तो भौंसड़ी के लोन दे देते माधर चूज ऊपर से परेशान करेगे भौंसड़ी के
आपके नाम का लीगल नोटिस जारी हुआ है मैडम कब तक पेमेंट होगा आपका या भेज दो नोटिस आपके पास	आपके नाम का लीगल नोटिस जारी हुआ है मैडम कब तक पेमेंट होगा आपका या भेज दो नोटिस आपके पास
नहीं हम सेव नहीं किए हैं उससे हमको लेने ही देना नहीं था कोई काम ही नहीं था उन्हें	नहीं हम सेव नहीं किए हैं उससे हमको लेने ही देना नहीं था कोई कम ही नहीं था उन्हें
मैं इस्टी के चक्कर में घर भी बात कर रही थी मैं बाहर रहता हूँ साइबर क्राइम में यहाँ पर एस पी में	मैं इस्टी के चक्कर में घर भी बात कर रही थी मैं बाहर रहता हूँ साइबर क्राइम में यहाँ पर एस पी में
